product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0013_P005,M0013,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Strategic,CFO,198,0.352,59738096,90000,0.713523,0.061902,3697895,4,924474,0.125,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0013_P006,M0013,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Strategic,CFO,198,0.352,59738096,160000,2.33164,0.202282,12083931,14,863138,0.125,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0013_P007,M0013,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Strategic,CFO,198,0.352,59738096,80000,0.766602,0.066507,3972984,5,794597,0.125,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0013_P008,M0013,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Strategic,CFO,198,0.352,59738096,110000,1.975184,0.171357,10236564,12,853047,0.125,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P001,M0014,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,150000,1.207363,0.120446,6894618,6,1149103,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P002,M0014,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,175000,1.414961,0.141156,8080103,7,1154300,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P003,M0014,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,135000,1.622695,0.16188,9266359,8,1158295,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P004,M0014,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,120000,1.93712,0.193247,11061877,10,1106188,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P005,M0014,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,90000,0.713523,0.071181,4074556,4,1018639,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P006,M0014,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,160000,1.278641,0.127557,7301652,7,1043093,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P007,M0014,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,80000,0.766602,0.076476,4377664,4,1094416,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0014_P008,M0014,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Strategic,CRO,138,0.375,57242219,110000,1.083165,0.108056,6185390,6,1030898,0.14,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P001,M0015,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,150000,2.201662,0.220203,4811434,5,962287,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P002,M0015,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,175000,1.414961,0.14152,3092206,3,1030735,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P003,M0015,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,135000,0.889865,0.089001,1944679,2,972340,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P004,M0015,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,120000,1.062291,0.106247,2321494,2,1160747,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P005,M0015,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,90000,1.30113,0.130135,2843443,3,947814,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P006,M0015,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,160000,1.278641,0.127886,2794298,3,931433,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P007,M0015,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,80000,0.766602,0.076673,1675305,2,837652,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0015_P008,M0015,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Strategic,Strategy,94,0.25,21849971,110000,1.083165,0.108335,2367112,3,789037,0.047,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P001,M0016,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,150000,1.207363,0.125635,10603146,13,815627,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P002,M0016,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,175000,1.414961,0.147237,12426288,15,828419,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P003,M0016,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,135000,0.889865,0.092597,7814855,9,868317,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P004,M0016,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,120000,1.624681,0.169059,14268062,17,839298,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P005,M0016,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,90000,0.713523,0.074247,6266208,8,783276,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P006,M0016,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,160000,1.278641,0.133052,11229118,13,863778,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P007,M0016,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,80000,1.397922,0.145463,12276647,15,818443,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0016_P008,M0016,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Strategic,Product,226,0.448,84396758,110000,1.083165,0.112711,9512434,11,864767,0.088,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P001,M0017,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,150000,1.062479,0.098335,14121692,25,564868,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P002,M0017,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,175000,2.270597,0.210149,30179094,53,569417,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P003,M0017,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,135000,0.928554,0.08594,12341661,22,560985,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P004,M0017,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,120000,1.108478,0.102592,14733072,26,566657,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P005,M0017,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,90000,0.792803,0.073376,10537355,18,585409,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P006,M0017,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,160000,2.051843,0.189903,27271587,48,568158,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P007,M0017,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,80000,0.85178,0.078834,11321235,20,566062,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0017_P008,M0017,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CFO,666,0.378,143608060,110000,1.738162,0.160871,23102364,40,577559,0.092,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P001,M0018,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,150000,1.062479,0.109026,3594642,10,359464,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P002,M0018,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,175000,1.245166,0.127772,4212717,11,382974,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P003,M0018,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,135000,1.693246,0.173752,5728690,15,381913,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P004,M0018,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,120000,2.021342,0.207419,6838722,18,379929,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P005,M0018,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,90000,0.792803,0.081353,2682258,7,383180,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P006,M0018,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,160000,1.125204,0.115462,3806857,10,380686,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P007,M0018,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,80000,0.85178,0.087405,2881792,8,360224,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0018_P008,M0018,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Enterprise,CRO,288,0.304,32970551,110000,0.953185,0.097811,3224873,9,358319,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P001,M0019,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,150000,1.937462,0.201913,8454930,25,338197,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P002,M0019,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,175000,1.245166,0.129765,5433804,16,339613,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P003,M0019,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,135000,0.928554,0.096769,4052137,12,337678,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P004,M0019,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,120000,1.108478,0.11552,4837309,14,345522,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P005,M0019,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,90000,1.4457,0.150664,6308918,18,350495,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P006,M0019,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,160000,1.125204,0.117263,4910301,14,350736,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P007,M0019,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,80000,0.85178,0.088768,3717101,11,337918,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0019_P008,M0019,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Europe,Enterprise,Strategy,429,0.283,41874124,110000,0.953185,0.099336,4159624,12,346635,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P001,M0020,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,150000,1.062479,0.113562,11271432,21,536735,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P002,M0020,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,175000,1.245166,0.133088,13209482,25,528379,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P003,M0020,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,135000,0.928554,0.099247,9850675,19,518457,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P004,M0020,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,120000,1.695319,0.181202,17984985,34,528970,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P005,M0020,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,90000,0.792803,0.084738,8410542,16,525659,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
M0020_P006,M0020,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Europe,Enterprise,Product,741,0.253,99253736,160000,1.125204,0.120266,11936857,23,518994,0.063,High,High,Normalized persona x industry x company-size x ACV fit weights
